leisure|Kino am Mittwoch|time|Sina und Lara möchten ins ~Kino=cinema~. Am Dienstag muss Sina arbeiten. Am Donnerstag besucht Lara ihre Eltern. Mittwoch passt beiden. Der Film beginnt um sieben Uhr. Sie treffen sich um halb sieben vor dem Kino. Sina kauft die Karten. Lara bringt Geld für ihren ~Anteil=share~ mit.|Sina and Lara look for a day when both can go to the cinema.|They choose Wednesday and meet half an hour before the film.
town|Ein Paket für den Nachbarn|dative|Der Paketbote klingelt bei uns. Er hat ein ~Paket=parcel~ für unseren Nachbarn. Der Nachbar ist nicht da. Meine Mutter nimmt das Paket an. Am Abend klingelt der Nachbar. Er bedankt sich und nimmt das Paket mit. Darin ist eine neue Lampe für sein ~Wohnzimmer=living room~.|The neighbour is out when a parcel arrives.|The narrator's mother accepts it and hands it over that evening.
town|Die Bank im Park|location|Frau Weber geht jeden Tag in den Park. Ihre ~Lieblingsbank=favourite bench~ steht neben dem Brunnen. Heute sitzt dort ein Mann mit einer Zeitung. „Ist hier noch frei?“ Er rückt ein Stück zur Seite. Frau Weber setzt sich. Beide sprechen über das Wetter. Morgen möchten sie wieder zur gleichen ~Zeit=time~ kommen.|Frau Weber finds someone sitting on her favourite bench.|They share the bench and arrange to meet again.
town|Eine Briefmarke nach Spanien|questions|Ana schreibt ihrer Tante in Spanien eine Karte. Auf der Post fragt sie nach einer ~Briefmarke=stamp~. Der Mitarbeiter zeigt ihr eine. Ana klebt sie rechts oben auf die Karte. Dann prüft sie die Adresse. Alles stimmt. Sie wirft die Karte in den gelben ~Briefkasten=postbox~ vor der Tür.|Ana wants to send a card to Spain.|She buys a stamp, checks the address and posts the card.
town|Der Aufzug fährt nicht|modal|Im Haus fährt der ~Aufzug=lift~ heute nicht. Mira wohnt im dritten Stock. Sie hat zwei schwere Taschen. Ihr Nachbar kommt gerade nach Hause. „Kann ich helfen?“ Er trägt eine Tasche. Zusammen gehen sie die Treppe hinauf. Oben bedankt sich Mira. Sie stellt beide Taschen vor ihre ~Wohnungstür=flat door~.|Mira faces stairs with two heavy bags because the lift is broken.|Her neighbour carries one bag upstairs.
time|Eine Stunde zu früh|time|Yusuf besucht seinen Freund. Sie treffen sich um drei Uhr. Yusuf steht schon um zwei vor der ~Tür=door~. Sein Freund ist noch nicht zu Hause. Yusuf liest die Nachricht noch einmal. Ja, drei Uhr! Er geht in den Park und liest ein Buch. Um drei klingelt er ~noch einmal=once again~.|Yusuf arrives an hour before the agreed meeting time.|He reads in the park and returns at three.
time|Der Wecker am Sonntag|separable|Am Sonntag klingelt mein ~Wecker=alarm clock~ um sechs Uhr. Ich muss heute nicht arbeiten. Warum klingelt er? Ich habe ihn gestern nicht ausgemacht. Ich schalte ihn aus und bleibe noch im Bett. Um neun stehe ich auf. Dann frühstücke ich ganz ruhig und lese die ~Zeitung=newspaper~.|The narrator's alarm rings early on a day off.|They turn it off and get up at nine.
clothes|Die Mütze im Bus|past|Gestern ist Leo mit dem Bus gefahren. Im Bus hat er seine ~Mütze=hat~ vergessen. Heute fragt er beim Fundbüro nach. Eine Frau zeigt ihm eine blaue Mütze. Es ist seine! Leo freut sich. Er setzt sie gleich auf. Diesmal bleibt sie auf seinem ~Kopf=head~, auch im Bus.|Leo left his hat on the bus yesterday.|He retrieves it from lost property and puts it on.
clothes|Schuhe für den Regen|comparison|Lina braucht neue ~Schuhe=shoes~. Die weißen gefallen ihr gut, aber sie sind nicht für Regen. Die Verkäuferin zeigt ihr braune Stiefel. Lina probiert sie an und läuft ein paar Schritte. Sie sind bequem. Draußen regnet es schon. Lina kauft die Stiefel und geht mit trockenen ~Füßen=feet~ nach Hause.|Lina compares shoes for rainy weather.|She chooses comfortable brown boots.
plans|Ein Wochenende am See|future|Am Wochenende möchte Nora zum See fahren. Ihr Bruder kommt mit. Sie nehmen Brot, Wasser und eine ~Decke=blanket~ mit. Nora schaut nach dem Bus. Er fährt am Samstag um neun Uhr. Ihr Bruder stellt seinen Wecker. Sie möchten nicht zu spät kommen. Nachmittags wollen sie wieder zu Hause ~sein=be~.|Nora and her brother plan a Saturday trip to the lake.|They choose the nine o'clock bus and plan to return that afternoon.
plans|Die Einladung im Briefkasten|future|In meinem Briefkasten liegt eine ~Einladung=invitation~. Meine Nachbarin macht am Freitag ein kleines Fest. Ich möchte kommen und einen Salat mitbringen. Ich klingle bei ihr und frage nach der Uhrzeit. Das Fest beginnt um sechs. Ich schreibe es auf. Meine Nachbarin freut sich über meine ~Antwort=answer; reply~.|The narrator receives an invitation to a neighbour's party.|They accept and offer to bring a salad.
plans|Unser Spaziergang gestern|past|Gestern sind wir im Wald spazieren gegangen. Mein Vater hat den ~Rucksack=rucksack~ getragen. Ich habe viele Vögel gehört. An einer Bank haben wir Pause gemacht. Meine Schwester hat Fotos gemacht. Dann sind wir nach Hause gefahren. Heute zeigen wir Oma die Bilder. Ihr gefällt das Foto von der kleinen ~Brücke=bridge~.|A family went for a walk in the woods yesterday.|They show grandmother their photos the next day.
plans|Ein Brief aus dem Urlaub|past|Liebe Oma, wir sind gestern am Meer ~angekommen=arrived~. Unser Zimmer ist klein, aber schön. Am Abend haben wir am Strand gegessen. Heute möchte ich schwimmen. Papa sucht noch seine Badehose. Morgen besuchen wir einen Markt. Ich bringe dir eine Karte mit. Viele ~Grüße=greetings~ von Emma!|Emma writes to her grandmother after arriving at the seaside.|She plans to visit a market and bring back a card.
