178|Anna says Mr Weber feels well enough to come.|Mr Brandt prepares accessible entry and a quiet resting place.|Mila's mother and Mrs Berg are also on their way.|Mila notices how many parts of her life will meet in the garden.
179|Music and visitors fill the Sonnenhof.|Garden 17 still shows repairs, an uneven tree and mismatched chairs.|Mila likes how each imperfection tells a shared story.|The friends set out bread and water and open the gate.
180|Visitors follow the blue-basket signs to Garden 17.|Mila welcomes them and explains the food and donations.|Her bicycle reminds her of the two job offers.|She realizes what she wants to tell Mr King on Monday.
181|The first visitors arrive, including curious children.|Mila explains who owns the garden and how neighbors revived it.|Friends offer bread, drinks, plant answers and seats.|The relaxed plan works without anyone having to rush.
182|Cem visits with his family and points out the roof repair.|The Mertens couple shares cucumbers from their garden.|Mr Brandt pauses his duties to enjoy being a guest.|Mila recognizes a story behind nearly every familiar face.
183|Mrs Berg follows Mila's signs to the garden.|She sees the shed and the blue-basket bicycle in person.|They recall how the key mystery began.|Mrs Berg stays longer than expected and talks with Mrs Albers.
184|Mila guides her mother from the station by bus.|Mrs Berg explains the final walk to the Sonnenhof.|Her mother arrives and sees Mila surrounded by friends.|They embrace, and the village feels close despite the distance.
185|Anna brings Mr Weber through the accessible entrance.|He is surprised by the lively garden.|Old friends greet him without making a spectacle.|He sits at the familiar table under the apple tree.
186|Mila serves Mr Weber bread with herbs and his garden's tomato.|He approves the sign thanking both gardens for the herbs.|Mila's mother thanks him for welcoming her daughter.|Mr Weber says many people, not just Mila, made the garden thrive.
187|Only six portions remain as more guests arrive.|Mila calmly explains that food is limited.|The visitors share what is left, and nobody minds.|Garden 17 stays open for everyone to enjoy.
188|Music begins to reach the garden from the main path.|Mrs Berg leaves after telling Mila she understands her garden habit.|Mila and her mother visit neighboring gardens together.|Her mother lets Mila make her job decision in her own time.
189|Mr Weber asks Mila for a quiet talk.|He plans to give up Garden 17 in autumn.|He still wants to visit, but cannot maintain it himself.|Mila may apply to take it over if the association agrees.
190|Mila is surprised that the garden might become hers.|She knows it would require time and money.|Mr Weber asks for no immediate answer or promise.|They return to the festival and leave the choice for later.
191|The festival quiets as evening approaches.|A tired Mr Weber says it has been a good garden day.|Mila walks her mother toward the bus.|She hints that she will stay in Lindenstadt.
192|The friends clean food, chairs and rubbish after the festival.|They leave the donation count for the next day.|Nele joins them for a well-earned rest.|They laugh about finishing the day without another roof repair.
193|The team meets late to finish cleaning and count donations.|The money can help buy seeds, wood and a rain barrel.|Mila thanks the helpers and sends Mr King a photo.|She goes home and finally rests without an urgent plan.
194|Mila meets Mr King after reviewing his contract.|She accepts another year at the Lindenstadt bakery.|They read the terms together before she signs.|She tells Sara she is staying because she wants life here.
195|Mila politely declines Mr Lorenz's village bakery offer.|He wishes her well and invites her to visit.|She tells her mother she will stay but come home regularly.|The decision feels like a beginning, not a farewell.
196|Mila asks Mr Brandt how garden membership works.|He explains annual costs and regular responsibilities.|Mila studies the rules before committing.|After checking her budget, she applies to take over Garden 17.
197|Mila tells Jonas and Sara she has applied.|They promise to help only when they choose to.|Mila accepts that the garden would be her responsibility.|Nele hopes Mila will become a permanent neighbor.
198|Two weeks pass as Mila works and tends the garden.|A letter confirms the association approved her application.|Mr Weber remains the owner until autumn.|Mrs Berg celebrates the news, and Mila calls Anna.
199|Mila meets Anna and Mr Weber again at their café.|Mr Weber places the familiar shed key on the table.|He says it will belong to Mila in autumn.|He encourages her to make the garden her own and keep the apple tree.
200|Mila cycles to the garden with bread, apples and new seeds.|She opens the gate to roses, shade and the repaired roof.|Her friends and neighbors remain part of its life.|Mila sits with the key and knows she can shape what comes next.
